url,authors,downloads,unique_downloads,views,unique_views,version_downloads,version_unique_downloads,version_unique_views,version_views
https://zenodo.org/records/17541532,"""Kabjesz, Lea and Gihlein, Lea and Lampert, Mara Harriet and Haase, Robert""",134,76,94,81,134,76,81,94
https://zenodo.org/records/17478160,"""Haase, Robert""",6,2,23,17,6,2,17,23
https://zenodo.org/records/17422917,"""Haase, Robert""",177,121,111,104,177,121,104,111
https://zenodo.org/records/17240205,"""Umlauft, Josefine""",62,52,21,21,62,52,21,21
https://zenodo.org/records/17203260,"""Haase, Robert""",235,181,101,91,141,110,68,75
https://zenodo.org/records/17186869,"""Haase, Robert""",225,177,202,198,144,113,113,114
https://zenodo.org/records/17158770,"""Schott, Philipp and Wolf, Gregor and Welz, Oliver""",8,8,123,114,8,8,114,123
https://zenodo.org/records/17158643,"""Welz, Oliver""",107,71,119,111,107,71,111,119
https://zenodo.org/records/17130780,"""Berger, Mike and Täschner, Matthias and Voigt, Pia""",140,123,135,128,140,123,128,135
https://zenodo.org/records/17116758,"""Haase, Robert""",362,314,713,687,362,314,687,713
https://zenodo.org/records/17093197,"""Kabjesz, Lea and Gihlein, Lea and Lampert, Mara Harriet and Götze, Luisa""",281,225,361,347,281,225,347,361
https://zenodo.org/records/17102027,"""Haase, Robert""",215,133,150,137,215,133,137,150
https://zenodo.org/records/17085991,"""Haase, Robert""",600,456,584,541,407,298,440,482
https://zenodo.org/records/17053832,"""Haase, Robert""",192,115,118,112,192,115,112,118
https://zenodo.org/records/17017890,"""Haase, Robert""",81,65,31,28,81,65,28,31
https://zenodo.org/records/16894343,"""Haase, Robert""",84,57,80,69,84,57,69,80
https://zenodo.org/records/15858127,"""Haase, Robert""",7930,7376,1298,1182,1719,1550,568,657
https://zenodo.org/records/15805268,"""Philipp, Schott and Gregor, Wolf and Oliver, Welz""",16,16,145,132,15,15,129,139
https://zenodo.org/records/15805148,"""Center for Scalable Data Analytics and Artificial Intelligence and Oliver, Welz""",111,87,125,112,111,87,112,125
https://zenodo.org/records/15735577,"""Haase, Robert""",615,435,726,643,615,435,643,726
https://zenodo.org/records/15706181,"""Haase, Robert""",491,417,209,194,324,264,144,155
https://zenodo.org/records/15699459,"""Haase, Robert""",442,379,359,348,315,268,226,232
https://zenodo.org/records/15654889,"""Taeschner, Matthias and Haase, Robert""",246,199,198,188,246,199,188,198
https://zenodo.org/records/15646539,"""Haase, Robert""",359,277,193,181,329,249,160,171
https://zenodo.org/records/15516022,"""Haase, Robert""",1158,1075,247,232,822,758,200,213
https://zenodo.org/records/17669681,"""Haase, Robert""",70,62,107,96,70,62,96,107
https://zenodo.org/records/17163932,"""Achkar, Pierre and Gollub, Tim and Potthast, Martin""",147,142,396,366,147,142,366,396
https://zenodo.org/records/16890132,"""Schröder, Christopher and Müller, Lydia and Niekler, Andreas and Potthast, Martin""",472,466,2420,2291,31,29,301,338
https://zenodo.org/records/15347992,"""Heineking, Sebastian and Zelch, Ines and Potthast, Martin and Hagen, Matthias""",1318,1286,853,782,476,474,263,282
https://zenodo.org/records/15270283,"""Heineking, Sebastian and Zelch, Ines and Bevendorff, Janek and Stein, Benno and Hagen, Matthias and Potthast, Martin""",2229,2145,1922,1556,1122,1118,549,798
https://zenodo.org/records/13860524,"""Gienapp, Lukas and Potthast, Martin and Wachsmuth, Henning and Hagen, Matthias and Fröbe, Maik and Bondarenko, Alexander and Ajjour, Yamen and Stein, Benno""",4640,3531,702,675,362,359,135,143
https://zenodo.org/records/11203881,"""Deckers, Niklas and Peters, Julia and Potthast, Martin""",79,73,411,372,54,48,243,266
https://zenodo.org/records/10628882,"""Akiki, Christopher and Barschel, Hanno and Elstner, Theresa and Fleisch, Till and Franke, Johannes and Fröbe, Maik and Gienapp, Lukas and Gründel, Marlene and Hagen, Matthias and Kucera, Paul and Marschner, Paul and Niederhausen, Tim and Potthast, Martin and Reimer, Jan Heinrich and Scells, Harrisen and Stein, Benno and Weber, Malte and Wild, Dominic""",31165,22215,80,73,31165,22215,73,80
https://zenodo.org/records/10628640,"""Scells, Harrisen and Elstner, Theresa and Fröbe, Maik and Akiki, Christopher and Gienapp, Lukas and Reimer, Jan Heinrich and Hagen, Matthias and Potthast, Martin""",13241,5937,60,57,13241,5937,57,60
https://zenodo.org/records/10036479,"""Wolska, Magdalena and Wiegmann, Matti and Schröder, Christopher and Borchardt, Ole and Stein, Benno and Potthast, Martin""",63,56,401,391,63,56,391,401
https://zenodo.org/records/8383863,"""Matti Wiegmann and Magdalena Wolska and Christopher Schröder and Ole Borchardt and Benno Stein and Martin Potthast""",320,192,1118,906,43,42,235,264
https://zenodo.org/records/7976807,"""Wiegmann and Wolska and Schröder and Borchardt and Stein and Potthast""",125,100,580,525,123,98,519,574
https://zenodo.org/records/7525482,"""Niklas Deckers and Maik Fröbe and Johannes Kiesel and Gianluca Pandolfo and Christopher Schröder and Benno Stein and Martin Potthast""",212,179,168,157,170,145,106,112
https://zenodo.org/records/6873575,"""Kiesel, Johannes and Potthast, Martin and Stein, Benno""",6612,5132,1216,1156,5732,4342,624,672
https://zenodo.org/records/6873564,"""Potthast, Martin and Gienapp, Lukas and Wachsmuth, Henning and Hagen, Matthias and Fröbe, Maik and Bondarenko, Alexander and Ajjour, Yamen and Stein, Benno""",4990,3467,1048,984,358,315,546,591
https://zenodo.org/records/6425595,"""Matti Wiegmann and Michael Vöslke and Martin Potthast and Benno Stein""",51,46,485,470,47,43,466,480
https://zenodo.org/records/5575320,"""Gienapp, Lukas and Kircheis, Wolfgang and Sievers, Bjarne and Stein, Benno and Potthast, Martin""",0,0,284,252,0,0,252,284
https://zenodo.org/records/5575285,"""Gienapp, Lukas and Kircheis, Wolfgang and Sievers, Bjarne and Stein, Benno and Potthast, Martin""",421,296,1007,926,421,296,926,1007
https://zenodo.org/records/5495793,"""Erik Körner and Ahmad Dawar Hakimi and Gerhard Heyer and Martin Potthast""",34,29,378,359,34,29,358,377
https://zenodo.org/records/5380989,"""Gregor Wiedemann and Erik Körner and Ahmad Dawar Hakimi and Gerhard Heyer and Martin Potthast""",120,112,394,366,120,112,366,394
https://zenodo.org/records/5282635,"""Ahmad Dawar Hakimi and Erik Körner and Gregor Wiedemann and Gerhard Heyer and Martin Potthast""",63,62,409,385,62,61,383,407
https://zenodo.org/records/4108196,"""Lars Meyer and Johannes Kiesel and Martin Potthast and Benno Stein""",107,99,257,242,107,99,242,257
https://zenodo.org/records/4064019,"""Kiesel, Johannes and Potthast, Martin and Hagen, Matthias and Kneist, Florian and Stein, Benno""",820439,405507,2674,2488,8197,3002,886,972
https://zenodo.org/records/3766985,"""Janek Bevendorff and Khalid Al-Khatib and Martin Potthast and Benno Stein""",899,438,1805,1505,899,438,1502,1802
https://zenodo.org/records/3653834,"""Chen ,Wei-Fan and Syed, Shahbaz and Potthast, Martin and Hagen, Matthias and Stein, Benno""",3008,612,1313,1198,3002,608,1191,1306
https://zenodo.org/records/7520777,"""Mailach, Alina and Siegmund, Norbert""",24,24,318,309,24,24,309,318
https://zenodo.org/records/7745740,"""Sebastian Simon""",42,42,241,234,35,35,212,217
